Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Kasmiah,"Pembutan Bakwan, tahu isi dan lain lain","4,82","32,4",2,2008,"['_pengusahadetail(""?pm=zG80f92dqzc3JRsF0PFCGg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kasmiah"")']"
 Rusmaniah,Pembutan Kerupuk,"5,42",20,2,2008,"['_pengusahadetail(""?pm=HfKktBsy32fk98u7y7GIZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rusmaniah"")']"
 Rukayah,Pembutan Ketupat / Lapat,"3,48","19,8",1,2008,"['_pengusahadetail(""?pm=Dhfkf3pTJl97tXzOVeVwuw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rukayah"")']"
 Jumiati,Pembutan Kerupuk,5,"26,95",2,2008,"['_pengusahadetail(""?pm=N5UBZB45LUUm9ZEEGEDkig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jumiati"")']"
 Normiyah,Pembutan Kerupuk,"5,97",20,2,2008,"['_pengusahadetail(""?pm=wlsk60+fI0UL3wwoVNfMPw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Normiyah"")']"
 Bayu Cs,Pembutan Susu Kedelai,24,534,7,2008,"['_pengusahadetail(""?pm=GHstqH+irbJoo81dJN9CFA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bayu Cs"")']"
 Rabiatul Adawiah,Pembutan Roti,"5,78",18,2,2008,"['_pengusahadetail(""?pm=PGkwbaygbDzMng1GjsCyZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rabiatul Adawiah"")']"
 Putriza Gypsum,Pembutan Gypsum,"38,7",400,12,2008,"['_pengusahadetail(""?pm=mX7niPwRrPCzB/H3XoHVUg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Putriza Gypsum"")']"
 Bakso Malang,Pembutan Bakso,"28,85",63,12,2008,"['_pengusahadetail(""?pm=oWHykfXFIsAv6oQz2b7DuA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakso Malang"")']"
 Toko Kerajinan Hutan,Pembutan Rotan,"29,5","26,5",3,2008,"['_pengusahadetail(""?pm=vYljBQy5pUyYuJGH96FBQg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kerajinan Hutan"")']"
 Meubel Karya Jadi,Pembutan Lemari,29,266,5,2008,"['_pengusahadetail(""?pm=DE4+m9l0xFUxYLgCDY881Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Karya Jadi"")']"
 Meubel Ikhsan,Pembutan Lemari,"40,5",181,3,2008,"['_pengusahadetail(""?pm=ujtlC7LLEkXl8v/5JGgyRg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Ikhsan"")']"
 Keramik Fitri,Pembuatan Pot,"1,63",87,2,2008,"['_pengusahadetail(""?pm=iepYkYw4JNF9rnEFQVzc2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Keramik Fitri"")']"
 Usaha Keramik Kartini,Pembuatan Pot,"12,15",20,2,2008,"['_pengusahadetail(""?pm=FJ63xBKjnyws9CI0vAyRBw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Keramik Kartini"")']"
 Usaha Tempe Irmawati,Pembuatan Tempe,"23,5","7,2",1,2008,"['_pengusahadetail(""?pm=eF+ZZyhCYKlm7jxnHa/S/g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tempe Irmawati"")']"
 UD Megah Saro Tamar,Pembuatan Souvenir,11,27,17,2008,"['_pengusahadetail(""?pm=CAVwfFxVt8cYCHvWRM81Jw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Megah Saro Tamar"")']"
 Tempe Sumber Jaya,Pengolahan Kedele,"43,41",95,2,2008,"['_pengusahadetail(""?pm=Xmkix1nSDKIRO732v31QWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tempe Sumber Jaya"")']"
 Alfian Silver,Pembuatan Keris,"117,5",420,7,2008,"['_pengusahadetail(""?pm=T0uzrBgJr2bwsZrUsQE0eQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Alfian Silver"")']"
 MEUBEL FABIAN,INDUSTRI RUMAH KAYU,229,78,4,2010,"['_pengusahadetail(""?pm=wnALsIHGOYjf0H/U5YPQZg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""MEUBEL FABIAN"")']"
 Rafel,Konveksi Pakaian,"26,9",20,2,2009,"['_pengusahadetail(""?pm=Tur9rSnshQW5MUVKW1VqaQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Rafel"")']"
 Usaha Batu Merah Ngantung,Pembuatan Batu Bata,"34,9",221,6,2008,"['_pengusahadetail(""?pm=Y5zNwovazfvaxGHe3kCkzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Batu Merah Ngantung"")']"
 Usaha Batu Merah JamalUDdin,Pembuatan Batu Bata,"115,5",600,25,2008,"['_pengusahadetail(""?pm=abFdcwOn1pr5Dx6FqGKaHQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Batu Merah JamalUDdin"")']"
 Sari Bulan Tenun,Pembuatan Pakaian,"30,5",78,4,2008,"['_pengusahadetail(""?pm=/qGS8rj+oSOxd0aD3qwJ8Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sari Bulan Tenun"")']"
 Usaha Batu Merah Dg. Taba,Pembuatan Batu Bata,"32,6",260,6,2008,"['_pengusahadetail(""?pm=izNu07j2i0D9R1Ol9WOyPw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Batu Merah Dg. Taba"")']"
 Meubel Panggengtungan,Pembuatan Meubel,74,162,7,2008,"['_pengusahadetail(""?pm=PiEqZgYlWsfGRLoIqlWPiw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Panggengtungan"")']"
 Usaha Gowa Mandiri,Pembuatan Jagung Bakar,"59,6",369,5,2008,"['_pengusahadetail(""?pm=R3ld8/nStamCBYRHXMSNKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Gowa Mandiri"")']"
 Asrah,Pembuatan Pakaian,"79,3",250,4,2008,"['_pengusahadetail(""?pm=dv9Hv6QpUWVeInfgOm4VWw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Asrah"")']"
 Percetakan Pribadi,Percetakan,175,140,2,2008,"['_pengusahadetail(""?pm=mn1/6ZgJM4YbT5Z7Tgw7/w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Percetakan Pribadi"")']"
 UD. Karya Nur,Percetakan,157,230,8,2008,"['_pengusahadetail(""?pm=bk54G6iMr0XVTHiZOAycKA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Karya Nur"")']"
 Kompor Arwin,Pembuatan Kompor,19,230,13,2008,"['_pengusahadetail(""?pm=td/dvAq4gX2E7CtfNVVHlA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kompor Arwin"")']"
 Pempek Rendy,Usaha Pempek,"183,31",580,1,2010,"['_pengusahadetail(""?pm=O4ECD7g+02cDnMz8czVn7g==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pempek Rendy"")']"
 Pembuatan Roti Tape,Pembuatan Roti Tape,45,78,2,2009,"['_pengusahadetail(""?pm=IvRkJY59u/X11f/7KFueYg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Pembuatan Roti Tape"")']"
 Kopi Bubuk,Kopi Bubuk,109,108,1,2009,"['_pengusahadetail(""?pm=nRNjLE4VXUKBnoZSKO3Yig==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kopi Bubuk"")']"
 Ludayo Funiture,Furniture,138,108,6,2009,"['_pengusahadetail(""?pm=QKw9A9DHD3HCqEiso5jj1g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Ludayo Funiture"")']"
 Pengrajin Songket Harapan Baru,Usaha Tenun Songket,"40,5",120,30,2010,"['_pengusahadetail(""?pm=SO7mUkVRj03EooQW4h5Mmg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pengrajin Songket Harapan Baru"")']"
 Pempek Jimmy Devaten,Usaha Pempek,181,250,5,2010,"['_pengusahadetail(""?pm=hcNSDdPB5W+mIzOovb4nSA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pempek Jimmy Devaten"")']"
 Pempek Mang Unus, Usaha Pempek,"166,65",576,3,2010,"['_pengusahadetail(""?pm=DN2YgS1CfJYomkXwp4apEQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pempek Mang Unus"")']"
 Kelempang Ibu Saleha,Usaha Pembuatan Kelempang,"74,5",122,6,2010,"['_pengusahadetail(""?pm=WRwe5s5YYcbNMqPySzHKoA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kelempang Ibu Saleha"")']"
 Pempek Anwar,Usaha Pempek,"33,5",37,2,2010,"['_pengusahadetail(""?pm=m5Xx7bF5P+UjOZUamtEOMw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pempek Anwar"")']"
 Husin Nawi,Pembuatan Tempe,427,1.760,3,2008,"['_pengusahadetail(""?pm=bQmdAWqVob8kFrfR5XTjeA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Husin Nawi"")']"
 Es Krim Puding Dani,Pembuatan Es Cream Puding ,"194,36",108,3,2008,"['_pengusahadetail(""?pm=/48ZGuUc9I1Nko/33lHtrA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Es Krim Puding Dani"")']"
 Cv. Cipta Karya,Pembuatan Batu Nisan Dan Kuburan,"23,2",212,3,2008,"['_pengusahadetail(""?pm=VAuKWuynNTvmG1FH93G8qg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cv. Cipta Karya"")']"
 Kripik Meong,Pembuatan Kripik Ubi,"78,92","253,2",2,2008,"['_pengusahadetail(""?pm=hVQXPL8F0RxWJPs1m+9jRw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kripik Meong"")']"
 -,Pembuatan Kripik Ubi,"76,95",304,1,2008,"['_pengusahadetail(""?pm=ZxKAWGcMrzY7E3Q1aJjpZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Bengkel Las Pak  Jalil,Pembuatan Konstruksi Baja,"97,5",1.504,13,2008,"['_pengusahadetail(""?pm=4YZ9bNpprvuRPtrjWXlolA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Pak  Jalil"")']"
 Porta Sabar Bengkel Las Listrik,Pembuatan Telekung,219,720,25,2008,"['_pengusahadetail(""?pm=9X784dw2DjrtkCN/OyonDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Porta Sabar Bengkel Las Listrik"")']"
 null,Pembuatan Telekung,"19,3",860,9,2008,"['_pengusahadetail(""?pm=GG+a/K05JdKw/0k5eBVaIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Pengerajin Patung Tari Perang,Pengerajin Patung Tari Perang,202,30,1,2012,"['_pengusahadetail(""?pm=rpQNqp/Nil+Th2BartaLWw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Patung Tari Perang"")']"
 Pengerajin Parang,Pengerajin Paraang,206,40,8,2012,"['_pengusahadetail(""?pm=4VOHf5MuZSsTGtbEd0j1ww==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Parang"")']"
 Rampat,Pembuatan Cireng Isi,"442,3",2.160,26,2008,"['_pengusahadetail(""?pm=CAWYjUkX6AMMubDnPwEGZg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rampat"")']"
 Hdy Collection,Pembuatan Boneka,62,144,9,2008,"['_pengusahadetail(""?pm=5FqDn6A33cKfCs/ItkEghA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hdy Collection"")']"
 Pt. Wong Bandung,Pembuatan Corporate Gift Diantaranya : Agenda,"161,43",840,15,2008,"['_pengusahadetail(""?pm=bk9uwmsh+an0BnivGyOZUg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pt. Wong Bandung"")']"
 Endang Product,Camilan,"34,3",36,3,2013,"['_pengusahadetail(""?pm=RXYUUPIJwkk5HdHfpKvCLA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Endang Product"")']"
 Apolo,Kerupuk,140,790,30,2011,"['_pengusahadetail(""?pm=Q6K+jOSKCJ2Uv8Cavevieg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Apolo"")']"
 Erlanda Bakery,"Pembuatan Donat, Roti Goreng, Molen & Sus","528,6","913,92",9,2008,"['_pengusahadetail(""?pm=6UH+Bsqlt8laANNDTz2eBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Erlanda Bakery"")']"
 Omah Klambi,Pembuatan Pakaian Muslim,"92,5",300,8,2008,"['_pengusahadetail(""?pm=Le8Bj+MUA7O6n8V3woj0/A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Omah Klambi"")']"
 Medinh ,Pembuatan Tas,"185,6",1.080,25,2008,"['_pengusahadetail(""?pm=RnZV/knzIwyZb1tNO5eaBA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Medinh "")']"
 Az-Zahra,Pembuatan Jaket Kaos,"488,72",2.340,20,2008,"['_pengusahadetail(""?pm=xO8tF2GYZTdSzj7cooRoVA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Az-Zahra"")']"
 Cv.T. Kardin Pisau Indonesia,Pembuatan Pisau,"190,8","1.904,64",35,2008,"['_pengusahadetail(""?pm=ZrQ9d0/fXWkJnBaB4NHmiA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cv.T. Kardin Pisau Indonesia"")']"
 Raos,Pembuatan Keripik Singkong,"100,11","1.062,72",9,2008,"['_pengusahadetail(""?pm=BYFSGDZQmbIBLgzg/jwZBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Raos"")']"
 Ramalima,Pembuatan Lampu Hias Daur Ulang,"91,5",60,16,2008,"['_pengusahadetail(""?pm=nFRY+UaLg2SHe7sFv2hhWA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ramalima"")']"
 Ivy Boneka,Pembuatan Boneka,83,220,25,2008,"['_pengusahadetail(""?pm=2Q2HnA1BtGuAYhX0Wlxq+g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ivy Boneka"")']"
 -,Produksi Nata De Coco,"37,99","97,6",3,2011,"['_pengusahadetail(""?pm=X7JKfg+l40nDFhe4sa11KQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""-"")']"
 -,Nata De Coco,68,"324,3",4,2011,"['_pengusahadetail(""?pm=ElDpkAO/IQsnkoW442h75A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""-"")']"
 -,Pengrajin Sale,"70,6",445,5,2011,"['_pengusahadetail(""?pm=znXvNB4zCTE6y6Qll3xXGQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""-"")']"
 null,Pembuatan Sepatu Pria,122,72,4,2008,"['_pengusahadetail(""?pm=BIySfhuWcWeF5VMaGSL4tw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
" Usaha Makanan Ringan "" M. Wahyu"" ",Pembuatan Kerupuk,"9,8",280,9,2008,"['_pengusahadetail(""?pm=smzxtrlDobhFcy4IL8P6sg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Makanan Ringan "" M. Wahyu"" "")']"
 Usaha Pembuatan Mukena,Pembuatan Mukenah,"20,9",140,10,2008,"['_pengusahadetail(""?pm=nhHbcXsngC7YiGUusSFyFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Pembuatan Mukena"")']"
 Pilar,Pembuatan Pilar,"20,2","25,5",3,2008,"['_pengusahadetail(""?pm=N3v/kIEHv/JWvY4NWD6dJA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pilar"")']"
 null,Pembuatan Sepatu Wanita,"244,8",588,12,2008,"['_pengusahadetail(""?pm=ej82LSZWVU27T2km2BAXqw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
" Usaha Tempe ""Prima Rasa Jogya""",Pembuatan Tempe,10,1.850,1,2008,"['_pengusahadetail(""?pm=K8YdMcJG1i1alcaB3hUlvw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tempe ""Prima Rasa Jogya"""")']"
 null,Pembuatan Tilam,"147,8","841,5",4,2008,"['_pengusahadetail(""?pm=39440eMYi61qSEnfsWcBuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Agli Gordyn,Pembuatan Gordyn,"56,5","177,84",3,2008,"['_pengusahadetail(""?pm=MSF5dndyIM5hQUJjYPCceg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Agli Gordyn"")']"
 null,Pembuatan Tilam,"21,1","767,36",2,2008,"['_pengusahadetail(""?pm=6tlOj5g42KiYH4ZayeyHaA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Sate Ayam Madura,Pembuatan Sate Madura,"115,2",285,3,2008,"['_pengusahadetail(""?pm=k+1f1/7K52T4cqLhRUQihw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sate Ayam Madura"")']"
 Gilang,Pembuatan Sumpia,"7,15","308,88",7,2008,"['_pengusahadetail(""?pm=XMCQWFyTLWhiDViip5RG8w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gilang"")']"
 Usaha Rajuta CMT INTAN,Pembuatan Baju Sweeter,"167,2",108,20,2008,"['_pengusahadetail(""?pm=ACM5jGMvCWZbLzKqTuQZ1w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Rajuta CMT INTAN"")']"
 Bili Art Shop,Pembuatan Souvenir Ukiran,"21,9",102,6,2008,"['_pengusahadetail(""?pm=A7YMCfDPsXvSER+Cec+UZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bili Art Shop"")']"
 Asparagus Fresh,Pembuatan Cover pot,"79,76",72,5,2008,"['_pengusahadetail(""?pm=FRo8oIP4LuJV9VAop6/EBw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Asparagus Fresh"")']"
 Teng Teng Manis Putri Tunggal,Pembuatan Teng Teng Manis,"19,7","117,6",4,2008,"['_pengusahadetail(""?pm=oE9zWxq7oJmS9tED7BcTjA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Teng Teng Manis Putri Tunggal"")']"
 Pengerajin Patung Saohadodo,Pengerajin Patung,32,16,2,2012,"['_pengusahadetail(""?pm=tkhRTTCVGHpAvXkOcKfi0g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Patung Saohadodo"")']"
 Pengerajin Patung Famowaa,Pengerajin Patung,44,15,1,2012,"['_pengusahadetail(""?pm=oSDLugTSuaFfvMDLrK4aHA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Patung Famowaa"")']"
 Cakra Farm,Pembuatan Jus,30,"28,8",4,2008,"['_pengusahadetail(""?pm=iBh/GVkrZB/rP8WCKe3h0A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cakra Farm"")']"
 Percetakan Pelangi,Percetakan,"20,15",12,1,2008,"['_pengusahadetail(""?pm=KTZ4sYX1FQ5Pp1LnP/OO+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Percetakan Pelangi"")']"
 Depot Flores ,Pembuatan Meubel,"323,25",900,14,2008,"['_pengusahadetail(""?pm=sYvApX+DpcRJ/A/pCMXZyw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Depot Flores "")']"
 Pembuatan Profil Gypsum,Pembuatan Profil Gypsum,137,110,3,2008,"['_pengusahadetail(""?pm=/vvGVecprDd0rEGcW3hjug==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pembuatan Profil Gypsum"")']"
 Pembuatan Keset,Pembuatan Keset,"75,05",85,6,2008,"['_pengusahadetail(""?pm=QKe0/ne0nitkdw94umzNkw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pembuatan Keset"")']"
 Pembuatan susu kedelai,Pembuatan Susu Kedelai,"103,62",48,2,2008,"['_pengusahadetail(""?pm=WKigio/OjmnXefSQpBKu8g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pembuatan susu kedelai"")']"
 Melvie,Pembuatan Sandal Wanita,"108,5","104,44",2,2008,"['_pengusahadetail(""?pm=mgTO/JQvRhK7x5QWoBebsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Melvie"")']"
 Pembuatan tempe,Pembuatan Tempe,"114,32",355,3,2008,"['_pengusahadetail(""?pm=8ToshY9cGVQR1yfY1g5nEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pembuatan tempe"")']"
 Usaha Pembuatan Tempe,Pembuatan Tahu,"137,15","43,2",3,2008,"['_pengusahadetail(""?pm=0MQOIdRtf9nuHVPrZLAbtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Pembuatan Tempe"")']"
 Usaha Rengginang,Pembuatan Rengginang,"49,12",38,1,2008,"['_pengusahadetail(""?pm=lDWdjSZ/yn3F3HCOTwSIiw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Rengginang"")']"
 Usaha kaki keramik,Pembuatan Kaki Keramik Dari Kayu,"5,18",36,3,2008,"['_pengusahadetail(""?pm=wMbZDsylhegb1Zib/ruQGA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha kaki keramik"")']"
 Usaha Pembuatan Tempe,Pengolahan Kedelai,"9,1",216,3,2008,"['_pengusahadetail(""?pm=Wzvuqr/i46dGMx+KEMbHXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Pembuatan Tempe"")']"
 Usaha Daur Ulang kertas Semen,Pembuatan Kertas Semen,"63,75",84,5,2008,"['_pengusahadetail(""?pm=/5LcXrrUQIq/pcfRM+RyHg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Daur Ulang kertas Semen"")']"
 Usaha Pembuatan Tempe,Pengolahan Kedelai,"65,25","86,4",3,2008,"['_pengusahadetail(""?pm=9HBKV45x/afKrUJQ/i3wsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Pembuatan Tempe"")']"
 Anyaman Rotan,Pembuatan Rotan,"169,8",189,10,2008,"['_pengusahadetail(""?pm=7fmrrBm4NogYPZX0vWLGdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anyaman Rotan"")']"
 Usaha Pembuatan Temoe,Pengolahan Kedelai,"31,33","345,6",4,2008,"['_pengusahadetail(""?pm=/cX36PTKR6xgX31aXIwuPA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Pembuatan Temoe"")']"
 -,Pembuatan Lemari,"7,12",168,4,2008,"['_pengusahadetail(""?pm=X0flE8lgKh2MUcLktBEA/w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Urdu Service,Pembuatan Bahan Bangunan,"70,5",240,4,2008,"['_pengusahadetail(""?pm=HZBlVrmk6Jew06OBU/tLpQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Urdu Service"")']"
 UD.Murni,Pengolahan Kedelai,"172,4","273,6",4,2008,"['_pengusahadetail(""?pm=ewqZbDLSvNXKheKd0qg/3Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD.Murni"")']"
 -,Pengolahan Kedelai,"130,5",228,2,2008,"['_pengusahadetail(""?pm=gbKYEYi3XKGQC5C+mPPILg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Toko Kaca Teratai,Pembuatan Steling,"143,25",390,4,2008,"['_pengusahadetail(""?pm=pgPSkRU//PWLPKgvvAJkmA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kaca Teratai"")']"
 Aries Donuts,Pembuatan Donuts,"10,05",420,1,2008,"['_pengusahadetail(""?pm=1h//0EkPIwZ3XvLCLMsomw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aries Donuts"")']"
 UD. Tamora Jaya,Pembuatan Kursi Bambu,"131,5","181,35",14,2008,"['_pengusahadetail(""?pm=zdPRnBvjjhh0TfFyr/xQrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Tamora Jaya"")']"
 -,Pembuatan Batu Bata,"111,4",176,8,2008,"['_pengusahadetail(""?pm=q1CaqFVEtJCt55ZEydRYMA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,Pengolahan Kedelai,"52,61",129,2,2008,"['_pengusahadetail(""?pm=KhT4yiRXN62cuPRdQ6w6FA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 UD. PJR,Pembuatan Jagung Rebus,"165,45",840,6,2008,"['_pengusahadetail(""?pm=hwr27mCVKAaZ75ymbW9JvA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. PJR"")']"
 -,Pembuatan Kerupuk,"107,25",441,11,2008,"['_pengusahadetail(""?pm=gKVvSWmYttFHQebXhn3SOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 UD. EKA SETIA,"Pembuatan Dandang,Tong Air, Dll",933,102,2,2008,"['_pengusahadetail(""?pm=gy6UMsgEUDaBNWGn9zVVeg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. EKA SETIA"")']"
 null,Pembuatan Kerupuk,660,260,6,2008,"['_pengusahadetail(""?pm=MKQcX8IS//kuk6Gx8B4AKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Mutiara Hati,Pembuatan Bandeng Duri,125,116,2,2008,"['_pengusahadetail(""?pm=z4hkrC3Qe8EKJRmSAbPlSA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mutiara Hati"")']"
 Daster Cantik,Pembuatan Daster Cantik,323,14,2,2008,"['_pengusahadetail(""?pm=kVs49CYdYcmPZgdlqxOmpA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Daster Cantik"")']"
 Batik Gajah Mungkur,Pembuatan Kain Batik,"220,5",28,5,2008,"['_pengusahadetail(""?pm=IK/HjjRgif/LOtoyJlJnug==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik Gajah Mungkur"")']"
 Agnelio Co.,Pembuatan Kebaya,473,51,15,2008,"['_pengusahadetail(""?pm=DyhUo8uMEzOao6Tm+30CCA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Agnelio Co."")']"
 Adzimya Co.,Pembuatan Busana Muslim,"124,12",32,7,2008,"['_pengusahadetail(""?pm=+JyTMif7DtH4PWKHrPROwA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Adzimya Co."")']"
 Intan Galery,Pembuatan Candle holder,69,120,25,2008,"['_pengusahadetail(""?pm=HnErzFNheV8ujfwPGxhRDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Intan Galery"")']"
 Peyek Kacang Marni,Pembuatan Peyek Kacang,"69,75","589,68",6,2008,"['_pengusahadetail(""?pm=ILEzPg/5UMoUBuucDnle+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Peyek Kacang Marni"")']"
