Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Minyak Harum Kasrian,Dagang Minyak Harum,"6,5","47,5",1,2008,"['_pengusahadetail(""?pm=q53XzVBIf1r4kHVUpMoNlw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Minyak Harum Kasrian"")']"
 Kios Busana Hamliah,Dagang Busana perempuan,"11,5",109,1,2008,"['_pengusahadetail(""?pm=kFt3rTjw7sRHqxf1krEfqA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Busana Hamliah"")']"
 Kios Baju Ridwan Kusnadi,Dagang Baju anak muda,"13,5",111,1,2008,"['_pengusahadetail(""?pm=BHY3bA/MgY6Z5EAv7FXj+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Baju Ridwan Kusnadi"")']"
 Kios Buku Tajidinnor,Dagang Buku,"8,5",107,1,2008,"['_pengusahadetail(""?pm=N0tDoAGJVTxmdRw+qFfd8g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Buku Tajidinnor"")']"
 Toko Asty,"Dagang Gula, telur","21,1",122,1,2008,"['_pengusahadetail(""?pm=wcw5k+49BtP3GtmSeqiAjg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Asty"")']"
 Palopo Phonecell,Dagang Voucher dan Aksesoris HP,23,290,1,2008,"['_pengusahadetail(""?pm=kpjWeOaZosO8nMsfl2F6HA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Palopo Phonecell"")']"
 Kios Hesty,Rumah Makan,"27,5",169,1,2008,"['_pengusahadetail(""?pm=jTDetnzGChe0NspdVwPAMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Hesty"")']"
 Gorengan Bambang,"Dagang Goreng-gorengan (tahu, tempe, pisang goreng)","1,5",114,1,2008,"['_pengusahadetail(""?pm=iEPvXmyUhqeudXmDkzbB+g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gorengan Bambang"")']"
 Kios Amilia,Dagang Beras,15,364,1,2008,"['_pengusahadetail(""?pm=43tEstnYYXF89yQ+fs+vNA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Amilia"")']"
 Al- Syario Parfum,Dagang Parfum,"8,5",114,1,2008,"['_pengusahadetail(""?pm=ujLuiIJglMMwY+rUZGTsmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Al- Syario Parfum"")']"
 Anang Helmi,Dagang Bensin,"2,5",106,1,2008,"['_pengusahadetail(""?pm=sZldMHJAdzbpJ18SBx6VEA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anang Helmi"")']"
 Kios Ikhsan,"Dagang Sembako, makanan dan minuman ringan",14,249,1,2008,"['_pengusahadetail(""?pm=MuuYNlKdGREWfJkqGIaO0Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Ikhsan"")']"
 Kios Iqbal,Dagang Beras,"17,5",180,1,2008,"['_pengusahadetail(""?pm=sVn2EG0ZcvnHyWnQeKFiSg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Iqbal"")']"
 Dagang Sembako,Dagang Kelontongan,"51,5",18,1,2012,"['_pengusahadetail(""?pm=CRAc3vAGtxSn9IcEXPYXsA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Dagang Sembako"")']"
 Yeyen Ponsel,Dagang Pulsa,94,60,2,2008,"['_pengusahadetail(""?pm=fhlGJAm3ehmljR9pzcVrHg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yeyen Ponsel"")']"
 Tanaman Hias Jali,Dagang Tanaman Hias,88,168,4,2008,"['_pengusahadetail(""?pm=DyAk4lXLDo9C46WfWlxmOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tanaman Hias Jali"")']"
 Alfa Cell,Dagang HP dan Asesoris HP,"27,9",122,1,2008,"['_pengusahadetail(""?pm=jb4khrOpGT5OpvmBrhm4UQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Alfa Cell"")']"
 Uasaha Tanaman Hias Bachtiar,Dagang Tanaman Hias,"45,75",144,2,2008,"['_pengusahadetail(""?pm=6LDCBrKXazMKfunN4x1N/w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Uasaha Tanaman Hias Bachtiar"")']"
 WARUNG ANGGREINI,WARUNG,39,"55,2",3,2010,"['_pengusahadetail(""?pm=xUJdAM0Nb7UloHnH6KSJVQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""WARUNG ANGGREINI"")']"
 ROSALINA,WARUNG SEMBAKO,54,"81,6",2,2010,"['_pengusahadetail(""?pm=iB4Q1939WTO23A9Ozceo9g==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""ROSALINA"")']"
 RIFEN,PERDAGANGAN,38,72,2,2010,"['_pengusahadetail(""?pm=xG4kEMHN7JcHTsDaLvxxcQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""RIFEN"")']"
 Usaha Tanaman Hias Dg. Erang,Dagang Tanaman Hias,68,291,4,2008,"['_pengusahadetail(""?pm=iE6dsG8lXsiCQf1olzPjog==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tanaman Hias Dg. Erang"")']"
 Pedagang Asongan,Pedagang Kaki Lima,"72,2",72,1,2012,"['_pengusahadetail(""?pm=yCsr8BlzQ1UFgZWVSgaK4w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pedagang Asongan"")']"
 KIOS DIMAS,JUAL SEMBAKO,56,93,1,2011,"['_pengusahadetail(""?pm=7u9MAgtsTzM7rp3pPwchSg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KIOS DIMAS"")']"
 Toko Mulia Jaya,Toko Mulia Jaya,590,2.900,2,2013,"['_pengusahadetail(""?pm=dlWi9dCAeFqzMRoSRlbJyw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Mulia Jaya"")']"
 Toko Calvi,Dagang Campuran,1.015,3.510,4,2013,"['_pengusahadetail(""?pm=kCcADRS1iQTCfwMa0h8vOg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Calvi"")']"
 Bengkel Sarjono,Bengkel Motor,30,60,0,2009,"['_pengusahadetail(""?pm=JjmJBZRZd682z9rvrGg9+w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Bengkel Sarjono"")']"
 Kopi Bubuk,Kopi Bubuk,56,162,2,2009,"['_pengusahadetail(""?pm=OQsQuPA5DTNLmLC640W4wg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kopi Bubuk"")']"
 Pembuatan Kacang Bawang,Pembuatan Kacang,66,72,1,2009,"['_pengusahadetail(""?pm=IF2JCTJSt4b6f9873DvZBA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Pembuatan Kacang Bawang"")']"
 Dhika Cell,Counter HP Dan Pulsa,117,204,1,2009,"['_pengusahadetail(""?pm=NASVllXFRvS5pvfrKXxy+g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Dhika Cell"")']"
 Warung Manisan,Warung Manisan,14,156,2,2009,"['_pengusahadetail(""?pm=53t2TmOQgpnyuiSdEWCWUg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Warung Manisan"")']"
 Toko Ajok Cell,Dagang Manisan Eceran,"84,15",72,2,2009,"['_pengusahadetail(""?pm=MMY+PHgjnZa3lljZrcBa0Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Ajok Cell"")']"
 Warung Rokok,Dagang Rokok,105,36,1,2009,"['_pengusahadetail(""?pm=T5Ax2uiqmQXVYoii4Nm6Lg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Warung Rokok"")']"
 Warung Nora,Warung Manisan,30,48,1,2009,"['_pengusahadetail(""?pm=1bRlGAYwjiw03eAXYq5gLg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Warung Nora"")']"
 Winsi Cell,Counter HP,195,204,1,2009,"['_pengusahadetail(""?pm=4XYECDYNBrTv1vizaEIRZw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Winsi Cell"")']"
 Tambal Ban Tubeles,Tambal Ban,"66,5",25,1,2009,"['_pengusahadetail(""?pm=o/enYui6Jy6mKPwW86qk/g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Tambal Ban Tubeles"")']"
 Toko Klontongan Mulyadi,Toko Klontongan,68,54,1,2009,"['_pengusahadetail(""?pm=goHwlXqRY6tAqYEmOnIaBg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Klontongan Mulyadi"")']"
 Kios Mawar,Dagang Campuran,30,72,2,2013,"['_pengusahadetail(""?pm=X4/1yUfCAxoXWAtlm/yFyA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Mawar"")']"
 Toko Berkat,Dagang Campuran,2.000,4.865,10,2013,"['_pengusahadetail(""?pm=3GNnAO5UUCs/5EDqYFpnlg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Berkat"")']"
 CV Anugerah Jaya,Sembako & Bahan Bangunan,"1.099,5",3.072,5,2013,"['_pengusahadetail(""?pm=XIibhb81bjNcWg0SupJNGg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""CV Anugerah Jaya"")']"
 Toko Sentiasa,Toko Serba Ada,1.597,4.950,14,2013,"['_pengusahadetail(""?pm=HA7b5rAGXw5aTaqv2Iq71A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Sentiasa"")']"
 Salon Dian,Salon,"55,55",120,4,2010,"['_pengusahadetail(""?pm=CKtguYA//usL/oRgx/8JJA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Salon Dian"")']"
 Sumber Rizki,Toko Manisan Sumber Rizki,"595,6",240,2,2010,"['_pengusahadetail(""?pm=vvrgCIi4fYIEJ8CNIhpMkg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Sumber Rizki"")']"
 null,Dagang Koran,53,996,1,2008,"['_pengusahadetail(""?pm=zswGFetrLTKWpq/FLXIh8g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 null,Dagang Udang,"73,8",1.170,1,2008,"['_pengusahadetail(""?pm=H8iWVfW7vzKbYn9ik2hkIA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Ud. Avit,Dagang Ikan Asin,"8,5",126,1,2008,"['_pengusahadetail(""?pm=RuEXi8L6963PZ5kzX9fc5w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ud. Avit"")']"
 Distributor Kerajinan Ukiran,Pedagang Kerajinan,240,240,5,2012,"['_pengusahadetail(""?pm=kqV1KFowrmNHmEXr3AIQCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Distributor Kerajinan Ukiran"")']"
 UD. Setia,Pedagang Sembako,305,600,1,2012,"['_pengusahadetail(""?pm=o1fPTcSRRp6VtkgZyYTijQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""UD. Setia"")']"
 Toko Fatimah,Toko,"3,25","25,8",1,2013,"['_pengusahadetail(""?pm=OBI67OOi5CcJkNghKrCbMQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Fatimah"")']"
 Camilan,Dagang Tempe & Sale,"156,34",552,6,2008,"['_pengusahadetail(""?pm=C+UpHBhlMK6bIO2zxbklWA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Camilan"")']"
 null,Dagang Kelapa,"102,05","351,2",1,2008,"['_pengusahadetail(""?pm=8Ltl4cfnFNcCalvullupZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 null,Dagang Sayur Mayur,"51,2",381,1,2008,"['_pengusahadetail(""?pm=vMF24oEadDqtWMVhAP1qrA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Jongko Melati Karya Mandiri,Dagang Tanaman Hias,"35,8",72,4,2008,"['_pengusahadetail(""?pm=yL/jNfvD7B5zoevpVbL45Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jongko Melati Karya Mandiri"")']"
 Pedagang Barang Pecah Belah,Pedagang Pecah Belah,105,60,1,2012,"['_pengusahadetail(""?pm=fxURw39LHwUiX2ejFncEzw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pedagang Barang Pecah Belah"")']"
 Toko Raka ,Dagang Sembako,75,720,1,2008,"['_pengusahadetail(""?pm=Av0A8xjuPvhSwZid9h9dfw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Raka "")']"
 Dahlia,Dagang Pakaian,"75,75",210,2,2008,"['_pengusahadetail(""?pm=WR6M1NvxPxKfUYMUHv8Sog==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dahlia"")']"
 Hartati,Dagang Pakaian,74,108,2,2008,"['_pengusahadetail(""?pm=UNdrnVtWCKVgFmJHDGvZLw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hartati"")']"
 Penjual Jamu,Dagang Jamu,"231,4",54,2,2008,"['_pengusahadetail(""?pm=hsOnwh3WkqqItztq78IuXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjual Jamu"")']"
 Penjual Jamu,Dagang Jamu,248,52,2,2008,"['_pengusahadetail(""?pm=i0f58mH4q+PjeFm7E38wBA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjual Jamu"")']"
 Peternak Ayam,Dagang Ayam Potong,431,420,4,2008,"['_pengusahadetail(""?pm=fhLMbiAMYJqcQKM9H7pTrA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Peternak Ayam"")']"
 Penjual bunga dan buah,Dagang Bunga Dan Buah,267,55,5,2008,"['_pengusahadetail(""?pm=kORvC7tyBIMQiKIPkZkT4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjual bunga dan buah"")']"
 UD. Yakin,Dagang Ukir Batu Nisan,"7,25",96,2,2008,"['_pengusahadetail(""?pm=Z0hqnxXtOlABK/XEf2EhjA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Yakin"")']"
 Muhtar,Dagang Buah-Buahan,"8,2",152,3,2008,"['_pengusahadetail(""?pm=AJvc5JipeCT76okPe/XyJg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Muhtar"")']"
 -,Dagang Keranjang Sampah,166,240,3,2008,"['_pengusahadetail(""?pm=tEMPM3hagunMDm+f5OelZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Lilik Safaat,Dagang Sandal,88,"33,5",1,2008,"['_pengusahadetail(""?pm=xbiDkW54gjbkinMWR139cg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Lilik Safaat"")']"
 Arizona Cell,Jual Pulsa,22,30,0,2010,"['_pengusahadetail(""?pm=rf5vUt2NF07DFsc8tR3YUQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Arizona Cell"")']"
 Warung Muslimah,Warung,145,48,1,2010,"['_pengusahadetail(""?pm=rrgZOIbKb3qrolSd09QW8w==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Muslimah"")']"
 Jaya Cell,Jual Pulsa,22,48,0,2010,"['_pengusahadetail(""?pm=5Fava+/H53UkNRky5iXP6Q==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Jaya Cell"")']"
 Fotocopy Dan Percetakan Usman,Fotocopy,88,84,3,2010,"['_pengusahadetail(""?pm=1YlZ5zsSGVja4q2iZ276iw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Fotocopy Dan Percetakan Usman"")']"
 Photocopy Agung,Foto Copy,127,72,1,2010,"['_pengusahadetail(""?pm=f2okGb5QgdRFveWZ5y+Z4Q==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Photocopy Agung"")']"
 Bowo Cell,Pulsa,110,36,0,2010,"['_pengusahadetail(""?pm=Mz7Bck61t09hEGP/Q3cHnQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Bowo Cell"")']"
 Kue Tart,Kue Tart,71,40,0,2010,"['_pengusahadetail(""?pm=CufkETpPcFwlymyMA7qP+Q==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kue Tart"")']"
 Gallery Seni Sutanto,Lukisan,"14,5","21,75",2,2010,"['_pengusahadetail(""?pm=oJUb5Bfcnh7cGbITW7YhHg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Gallery Seni Sutanto"")']"
 Aneka Rotan Nanang,Kerajinan Rotan,"13,5","10,8",0,2010,"['_pengusahadetail(""?pm=+3rCJKx61/O/cKZpL12ytA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Aneka Rotan Nanang"")']"
 Warung Nasi Uduk Lontong Sayur,Nasi Uduk,2,"4,5",2,2010,"['_pengusahadetail(""?pm=FQNisBHEifZLFyDjKCsUQQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Nasi Uduk Lontong Sayur"")']"
 Nisa Cell,Toko ATK,0,0,2,2012,"['_pengusahadetail(""?pm=tOWg1QCuqF/HFre+z5Erqw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Nisa Cell"")']"
 Bengkel Samosir,Jasa Bengkel,0,0,1,2012,"['_pengusahadetail(""?pm=j/qbItIWxESXhKXSBe9wBg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Samosir"")']"
 Warung Tessa,Warung Sembako,0,0,2,2008,"['_pengusahadetail(""?pm=7d2LDLqwCbyUqCVZg1Y4dQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Tessa"")']"
 Toko Obat Fitri,Obat-Obatan,0,0,1,2012,"['_pengusahadetail(""?pm=4N/3HVgC7S88h3ZUo9EMxA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Obat Fitri"")']"
 Pondok Bakso Moro Manteb,Warung Makan,0,0,3,2012,"['_pengusahadetail(""?pm=hQwXSKqdM85/6E0hI+XnPw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pondok Bakso Moro Manteb"")']"
 Warung Sembako Pak Dhe,Sembako,0,0,1,2012,"['_pengusahadetail(""?pm=oC6WnOaROjO5LYog2gjXYA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sembako Pak Dhe"")']"
 Little Kidz,Pakaian Anak-Anak,0,0,1,2012,"['_pengusahadetail(""?pm=8N8QEO2U1H30W6XX+dLGNg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Little Kidz"")']"
 Kedai Kopi Surya Gemilang,Minuman Kopi,0,0,1,2012,"['_pengusahadetail(""?pm=IsHCcWeGE3UESm/dZyq88w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kedai Kopi Surya Gemilang"")']"
 Dewata Nawa Art,Dagang Lukisan,"396,1",38,1,2008,"['_pengusahadetail(""?pm=olX+LNwLXuue+Aw+58aNfg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dewata Nawa Art"")']"
 -,Dagang  Telur Asin dan Rengginan,181,0,3,2008,"['_pengusahadetail(""?pm=4WXBtljP+F334RJOgZ6/gg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,"Dagang Wajan, Panci Aluminium","82,75",6,1,2008,"['_pengusahadetail(""?pm=uQawc1sS6nsQZms0jO28GQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,Dagang Strawberry dan Tanaman Hias,"162,6",12,4,2008,"['_pengusahadetail(""?pm=K/og770RcOuSKQ+pvwQ/kA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Mutiara Hijau,Dagang Enceng Gondok,"144,5",0,50,2008,"['_pengusahadetail(""?pm=xaORm1OQ/AkBVn0gSybySw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mutiara Hijau"")']"
 Toko Hamas,Dagang  Makanan Ternak dan Obat-obatan Ternak,178,0,2,2008,"['_pengusahadetail(""?pm=TvbtTmP6UC7RdDVLAjxvHg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Hamas"")']"
 Shinta Coolection,Dagang Kalung,326,23,1,2008,"['_pengusahadetail(""?pm=UEIAiKzFnHtIGTfEJFwvJw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Shinta Coolection"")']"
 AS Perabot,Perabot,"70,5",52,5,2009,"['_pengusahadetail(""?pm=rQX3eAQjtGTPatNbiyUdqg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""AS Perabot"")']"
 Kue Sapik Mayura,Kue Sapik ,"413,3","23,8",3,2009,"['_pengusahadetail(""?pm=DxGRuRAZuGApSHqqYKPk6g==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kue Sapik Mayura"")']"
 Usaha Dagang Warung,Dagang Rempah Rempah,70,"373,12",2,2009,"['_pengusahadetail(""?pm=LqVOnVS37inwW8Ry2WPe0w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Dagang Warung"")']"
" Toko""Putri""",Toko Pracangan,"74,2",186,2,2009,"['_pengusahadetail(""?pm=OwfQvlm/zFrZefaz//aJ1Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko""Putri"""")']"
" Rumah Makan ""Fitri""",Rumah Makan,33,176,4,2009,"['_pengusahadetail(""?pm=vLf5U7syUpdBaKJoVzxDgQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Rumah Makan ""Fitri"""")']"
 AgungMotor,Bengkel Sepeda Motor,131,117,2,2009,"['_pengusahadetail(""?pm=mOKDNhW+OJ9pCXC7lRUNcA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""AgungMotor"")']"
 Paji Widodo,Perdagangan Tanaman Hias,438,360,10,2009,"['_pengusahadetail(""?pm=rdYRaGdUTXpcK/Wqd9XIFg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Paji Widodo"")']"
 Toko Putra Makmur,Dagang Sembako,422,2.430,5,2008,"['_pengusahadetail(""?pm=ADSxc/um3/0Q4GwQO1WKtw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Putra Makmur"")']"
 Toko Sukses Jaya,Dagang Sembako,"99,75",360,1,2008,"['_pengusahadetail(""?pm=6vJkO2z779Lw2lTh850icA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Sukses Jaya"")']"
 Toko Joni Jaya,Dagang Barang-barang Plastik,"92,5",384,1,2008,"['_pengusahadetail(""?pm=isJKu7vSi0pzeNf8WMACNA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Joni Jaya"")']"
 Toko Wasiat,Dagang Kelontong,"194,5",48,1,2008,"['_pengusahadetail(""?pm=mnM47h3eagMtfohl+grmRQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Wasiat"")']"
 Toko Ninik,Dagang Kelontong,"324,5",144,3,2008,"['_pengusahadetail(""?pm=H51XkWBqCPpcT3bTyExfzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Ninik"")']"
 Tole Phone Cell,Dagang Voucher Handphone,"559,65",84,1,2008,"['_pengusahadetail(""?pm=NfHaiB0dSMASGZgI3Cd70g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tole Phone Cell"")']"
 Nafi Cell,Dagang Voucher Handphone,"258,7",72,1,2008,"['_pengusahadetail(""?pm=8arLLhLlCMNdEd+kc2ITNQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nafi Cell"")']"
 Toko Sederhana,Toko Kebutuhan Sehari-hari,145,415,1,2012,"['_pengusahadetail(""?pm=sb+PiS+8Vj3dEAuB67OKug==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Sederhana"")']"
 Kerupuk Karak ,Kerupuk Nasi,"31,5",48,2,2009,"['_pengusahadetail(""?pm=dG3v3IdD61SzcD53P8GVvw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kerupuk Karak "")']"
 Fariasi Kendraan,Penjualan Suku Cadang Motor,"84,8",320,3,2009,"['_pengusahadetail(""?pm=wwDnMlqLso8ILJeXoOzQ6w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Fariasi Kendraan"")']"
 Risna Wati.SP,Sulaman Izuzi Indah,85,134,7,2009,"['_pengusahadetail(""?pm=K4k0HywK5nxwg2FE8BJL7Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Risna Wati.SP"")']"
 Narnia Cell,Dagang Voucher dan Handphone,"271,5",120,1,2008,"['_pengusahadetail(""?pm=gjhf7X0g2diFWoriy88zrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Narnia Cell"")']"
 Wolu Cell,Dagang Voucher dan Handphone,"66,5",176,1,2008,"['_pengusahadetail(""?pm=oX/3GNKgJvv1Eh306aUT9A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wolu Cell"")']"
 Dhani Cell,Dagang Voucher  Handphone,148,95,1,2008,"['_pengusahadetail(""?pm=EDorsEaqEN61T6EzOHBAig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dhani Cell"")']"
 Mekar Sejahtera,Dagang Kelontong,100,960,1,2008,"['_pengusahadetail(""?pm=o3eD9KNSx1QrEvSuu9MOOg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mekar Sejahtera"")']"
 Aura Cell,Menjual Pulsa,12,"103,5",0,2011,"['_pengusahadetail(""?pm=wlPDEZJAY8fKWqNEC01yQA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Aura Cell"")']"
 Toko Sama Senang,Menjual Acsesoris,"60,1",270,2,2011,"['_pengusahadetail(""?pm=NAnjYvIQLA8Crg/dcsc/Kw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Sama Senang"")']"
 Kios Akbar,Sembako,91,243,2,2013,"['_pengusahadetail(""?pm=H1CyTY1Vf1EN1s+hPkXFHA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Akbar"")']"
 Kios Cobodoe Indah,Sembako,143,24,1,2013,"['_pengusahadetail(""?pm=NdJ6joE7zjFU/wHX1RaJkQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Cobodoe Indah"")']"
 Kios Nurhayat,Sembako,71,40,1,2013,"['_pengusahadetail(""?pm=0mcq9Hajrr3EbovujMSVbQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Nurhayat"")']"
 Nabillas Artshop,Dagang Barang Kerajinan,34,312,1,2008,"['_pengusahadetail(""?pm=J6jRoeMgD+JYUZcnLn50bA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nabillas Artshop"")']"
 Mertha Asih Shop,Dagang Tedung,190,184,1,2008,"['_pengusahadetail(""?pm=sUaBdGpEStMrhMUhNzNN+A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mertha Asih Shop"")']"
 Hendra Handicraft,Dagang Barang Kerajinan,178,12,1,2008,"['_pengusahadetail(""?pm=RKV2tYGNGyHrVNH6xxVtZA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hendra Handicraft"")']"
 Toko Fajar,Dagang Palen-Palen,220,60,1,2008,"['_pengusahadetail(""?pm=zb/4waI/0+dRsCU6DTpSMA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Fajar"")']"
