Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Dagang Nasi Goreng,"10,5","177,6",1,2008,?pm=UM7vGLb00dgCTKCEWc7mKg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,50 Juta","Rp. 177,60 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 95,00 Juta",5
Rumah Makan,20,"122,4",3,2008,?pm=HipBn27nrc7wuCxazLvuEw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 20,00 Juta","Rp. 122,40 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 8,00 Juta",5
Rumah Makan Padang,5,97,2,2008,?pm=F3tUAf2MkLMLQivEUrfZUw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 5,00 Juta","Rp. 97,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 157,00 Juta",5
Dagang Sate Madura,"237,35",39,3,2008,?pm=2Zk4lTWyraMMxLx85TWsxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 237,35 Juta","Rp. 39,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 330,00 Juta",5
Dagang Sate Madura,"64,65","19,95",4,2008,?pm=vD1dgzYWODNP5Sip6PXTIg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 64,65 Juta","Rp. 19,95 Juta",25 %/Tahun,"Rp. 2,50 Juta","Rp. 16,00 Juta",5
Dagang Nasi Bebek,"7,45",19,1,2008,?pm=h+nfEo3jRA6iHZah8Ua0SQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 7,45 Juta","Rp. 19,00 Juta",7 %/Tahun,"Rp. 2,50 Juta","Rp. 7,00 Juta",5
Dagang Soto Ayam,"5,8","148,8",1,2008,?pm=8ovKbZ0RkP6CLl/EjkBHbw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,80 Juta","Rp. 148,80 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 4,00 Juta",5
Rumah Makan Sate Solo,"14,1",149,3,2008,?pm=x741qv/+/kWAbU2vOxMSZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Sedang,"Rp. 14,10 Juta","Rp. 149,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 300,00 Juta",7
Dagang sate ayam dan kambing,"201,7","37,2",3,2008,?pm=yQRzxfxKW2qRg+m9hmxBBg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 201,70 Juta","Rp. 37,20 Juta",5 %/Tahun,"Rp. 0,00 Juta","Rp. 200,00 Juta",6
Rumah Makan Tegal,"73,7","23,5",2,2008,?pm=NnfszpjrV/hOOB1thFNn1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 73,70 Juta","Rp. 23,50 Juta",5 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",4
Makanan,15,120,1,2010,?pm=zT4s0bewdpSzFmMB6m2dmw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 15,00 Juta","Rp. 120,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",-
Warung Makanan/Minuman,"192,5",126,2,2011,?pm=ltmFfQ9Quwhzox93IsW5dw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 192,50 Juta","Rp. 126,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 185,00 Juta",5
Warung Makanan,"18,5","258,77",3,2011,?pm=NOs2EsF9+jWxptoozhEcvA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 18,50 Juta","Rp. 258,77 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",4
Rumah Makan,"246,25","348,48",3,2011,?pm=GMMFjSTaHg9mI3ranPuhFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 246,25 Juta","Rp. 348,48 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 235,00 Juta",5
Rumah makan warung sunda,"12,4",96,2,2008,?pm=Hh93TDDvvzr/Ld7/y876pA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,40 Juta","Rp. 96,00 Juta",15 %/Tahun,"Rp. 7,50 Juta","Rp. 7,00 Juta",5
Rumah Makan,6,176,2,2008,?pm=6L2dFPxzfpKZvXFImN+Hgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 6,00 Juta","Rp. 176,00 Juta",10 %/Tahun,"Rp. 0,50 Juta","Rp. 58,00 Juta",4
Rumah Makan,3,71,1,2008,?pm=EJHimeTSlUKrb4Rc5i7v7w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 3,00 Juta","Rp. 71,00 Juta",50 %/Tahun,"Rp. 4,00 Juta","Rp. 5,00 Juta",3
Rumah Makan,43,795,3,2008,?pm=lijg2fXtqzy7CttYJ0t0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 43,00 Juta","Rp. 795,00 Juta",10 %/Tahun,"Rp. 4,00 Juta","Rp. 47,00 Juta",3
Rumah Makan,26,365,3,2008,?pm=YAvZby/MhdkjIhQEI7bukg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 26,00 Juta","Rp. 365,00 Juta",20 %/Tahun,"Rp. 4,00 Juta","Rp. 250,00 Juta",6
Rumah Makan,18,690,3,2008,?pm=u+5ObNeBdm1y2jp8Ex//qw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 18,00 Juta","Rp. 690,00 Juta",25 %/Tahun,"Rp. 8,00 Juta","Rp. 90,00 Juta",6
Rumah Makan,43,750,3,2008,?pm=BRcnwQVJqFeQlxbl7MdUNA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 43,00 Juta","Rp. 750,00 Juta",50 %/Tahun,"Rp. 8,00 Juta","Rp. 12,00 Juta",4
Rumah Makan,108,1.080,3,2008,?pm=cZ67frgzTcVo6Ja4jAgbww==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 108,00 Juta","Rp. 1.080,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 412,00 Juta",5
Dagang Pecel dan Soto,25,108,1,2010,?pm=HXyIJBerSJSUiT9TS0IhhA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Rendah,"Rp. 25,00 Juta","Rp. 108,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 187,00 Juta",5
Dagang Nasi Uduk dan Lain-lain,2,99,1,2010,?pm=LMyzQqG9Am8302opPRt1Zw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 2,00 Juta","Rp. 99,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 101,00 Juta",5
Dagang Ketoprak,3,198,1,2010,?pm=ppSwMnru9igeB/xgEXQs8g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 3,00 Juta","Rp. 198,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 50,00 Juta",4
Rumah makan siap saji,"8,5",160,2,2008,?pm=aM/2XyWXFBosuhdmgnkSyw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 8,50 Juta","Rp. 160,00 Juta",10 %/Tahun,"Rp. 5,04 Juta","Rp. 10,00 Juta",5
Jual Es Dawet,8,228,4,2010,?pm=RuAQE1Q8zjh7WiZ1vWqitw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 8,00 Juta","Rp. 228,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 92,00 Juta",5
GORENGAN/MAKANAN RINGAN ,1.040,2.200,1,2013,?pm=SxxpttBLyrA527iG2o716A==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Tinggi,"Rp. 1.040,00 Juta","Rp. 2.200,00 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 10,00 Juta",4
Dagang makanan dan minuman,"31,7",25,2,2008,?pm=hrE/Zu91qBQA3RJjB97DXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %",Sedang,"Rp. 31,70 Juta","Rp. 25,00 Juta",20 %/Tahun,"Rp. 7,50 Juta","Rp. 0,00 Juta",4
Rumah Makan,35,"64,4",2,2013,?pm=paPSTMj24mWWXCHM+ovBTQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 35,00 Juta","Rp. 64,40 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 120,00 Juta",6
Warung Makan,"166,5","76,8",2,2011,?pm=GFFMXPUMtT9vBwrUK5UEwQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 166,50 Juta","Rp. 76,80 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 160,00 Juta",6
Warung Makan,192,60,2,2011,?pm=Z78Tm84kB+S1zRNozsloBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 192,00 Juta","Rp. 60,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 184,00 Juta",6
Rumah Makan,"19,2",0,1,2008,?pm=yl8MUmHUAnPiAM8mO81PXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 19,20 Juta","Rp. 0,00 Juta",5 %/Tahun,"Rp. 1,40 Juta","Rp. 0,00 Juta",2
Rumah Makan,"1,55",0,3,2008,?pm=B3i/3qxNOMZ6lTJSf1Rh8w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1,55 Juta","Rp. 0,00 Juta",5 %/Tahun,"Rp. 1,20 Juta","Rp. 10,00 Juta",2
Rumah Makan,"0,75",0,1,2008,?pm=wcFYuRlR34OKsY9CbM5SyA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 0,75 Juta","Rp. 0,00 Juta",10 %/Tahun,"Rp. 1,00 Juta","Rp. 7,00 Juta",3
Mie Ayam,"2,4",180,2,2012,?pm=fo46LDfM6x2QAm1abB1ffQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 2,40 Juta","Rp. 180,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
PENGINAPAN ,1.350,92,3,2012,?pm=B5J/nct78APWNhyR0Zcuiw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1.350,00 Juta","Rp. 92,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 1.015,00 Juta",9
Rumah Makan,"10,9",12,2,2008,?pm=FqoBbAmESOTcHcwXuIfR/g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,90 Juta","Rp. 12,00 Juta",60 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"12,5",12,2,2008,?pm=VsH6Wx5uwoabdHAQ58LmPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,50 Juta","Rp. 12,00 Juta",60 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"10,3",12,2,2008,?pm=tvFkzt4d+pQ2848PU6xY1Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,30 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 1,00 Juta","Rp. 0,00 Juta",2
Rumah Makan,"13,8",12,2,2008,?pm=F6LUR9dN8PJ0dhY8RnEnhA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 13,80 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"10,5",12,2,2008,?pm=jRwEWpfnPFUywZf7rA6Lmw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,50 Juta","Rp. 12,00 Juta",60 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"11,4",12,2,2008,?pm=a0oJ2WoGvcaq9rA0RXROvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 11,40 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"11,2",12,2,2008,?pm=CYBKxe4ZLJ2Te+Z0Mvmx0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 11,20 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,14,12,2,2008,?pm=nTIZPH3eVCcn5mNgLtGNYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 14,00 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,12,12,2,2008,?pm=aEOSarcaOopE3y8AnZw1wA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,00 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"12,5",12,1,2008,?pm=xk8b7aY9dGhBiHQr7pnWjA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 12,50 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"10,75",12,1,2008,?pm=C7yy56fW5/FFbaq/Ys5Ojw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 10,75 Juta","Rp. 12,00 Juta",40 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"12,5",12,2,2008,?pm=cvKQ/9j/Fxvjlpjq/2Zkjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 12,50 Juta","Rp. 12,00 Juta",40 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",2
Rumah Makan,"12,5",12,1,2008,?pm=Gea2dEXEqi6gCFnuob9ADA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 12,50 Juta","Rp. 12,00 Juta",80 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"16,5",12,2,2008,?pm=a7ES+pxlbnzEoXYDENG4zQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 16,50 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,18,12,2,2008,?pm=juam+dFP2fTc1A+rkcsktw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 18,00 Juta","Rp. 12,00 Juta",40 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
Rumah Makan,"16,25",12,5,2008,?pm=AZWfvCnGaoJ3/Dkj0vqj9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,5,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 16,25 Juta","Rp. 12,00 Juta",25 %/Tahun,"Rp. 4,00 Juta","Rp. 150,00 Juta",5
Rumah Makan,20,12,4,2008,?pm=NfjkKlAJWUyPSrN6vhoO7g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 20,00 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 6,00 Juta","Rp. 410,00 Juta",5
Rumah Makan,"13,25",12,4,2008,?pm=uIKHcXGDMCtpUExM7bi3tQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 13,25 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 158,00 Juta",5
Nasi Goreng,47,12,2,2011,?pm=AHMwNdc/fGWn9UBrD8AxlQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %",Sedang,"Rp. 47,00 Juta","Rp. 12,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 31,00 Juta",4
